objid,ra,frame,snr,cdist,reason
1237652944785965203,0.0952010700270876,1739/6/303,5.5,1.14,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=5.5, centroid d=1.14px); galaxy fell outside the cutout"
1237663233379074372,0.0459849346195824,4135/2/287,5.5,7.77,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=5.5, centroid d=7.77px); galaxy fell outside the cutout"
1237666184574271921,0.004311348474971,4822/3/528,5.6,5.87,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=5.6, centroid d=5.87px); galaxy fell outside the cutout"
1237678919130874501,359.950025258882,7787/3/201,5.7,0.3,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=5.7, centroid d=0.30px); galaxy fell outside the cutout"
1237669681724719240,359.884373710636,5636/5/121,6.0,5.41,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=6.0, centroid d=5.41px); galaxy fell outside the cutout"
1237657191978959113,0.0123196666730792,2728/5/413,6.0,9.85,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=6.0, centroid d=9.85px); galaxy fell outside the cutout"
1237657190905217071,0.0184875793908077,2728/3/413,6.2,7.11,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=6.2, centroid d=7.11px); galaxy fell outside the cutout"
1237680264537178274,0.131322867299005,8100/5/320,6.7,1.33,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=6.7, centroid d=1.33px); galaxy fell outside the cutout"
1237679317478736077,0.0357981993017802,7880/1/43,6.9,3.08,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=6.9, centroid d=3.08px); galaxy fell outside the cutout"
1237652901821874397,359.991812925479,1729/6/83,7.1,0.87,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=7.1, centroid d=0.87px); galaxy fell outside the cutout"
1237656494576763153,359.897148767878,2566/2/308,7.2,2.61,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=7.2, centroid d=2.61px); galaxy fell outside the cutout"
1237652901821874318,0.0191865398162037,1729/6/83,7.3,0.18,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=7.3, centroid d=0.18px); galaxy fell outside the cutout"
1237679504855728697,359.960756228048,7923/6/181,7.7,0.28,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=7.7, centroid d=0.28px); galaxy fell outside the cutout"
1237656496187375819,359.926293639028,2566/5/308,8.9,0.57,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=8.9, centroid d=0.57px); galaxy fell outside the cutout"
1237656494576763070,0.0144376180800236,2566/2/308,9.2,2.98,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=9.2, centroid d=2.98px); galaxy fell outside the cutout"
1237656496724312079,0.0087450043021704,2566/6/309,9.4,1.52,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=9.4, centroid d=1.52px); galaxy fell outside the cutout"
1237652947988709510,359.910745437015,1740/4/21,9.5,2.76,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=9.5, centroid d=2.76px); galaxy fell outside the cutout"
1237680299428675738,0.0220619631070917,8108/6/242,9.7,0.5,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=9.7, centroid d=0.50px); galaxy fell outside the cutout"
1237652900748132475,0.0643524880036352,1729/4/83,9.8,6.73,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=9.8, centroid d=6.73px); galaxy fell outside the cutout"
1237663277927825695,0.107156778027957,4145/5/111,10.1,0.46,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=10.1, centroid d=0.46px); galaxy fell outside the cutout"
1237652901821874385,0.126425230612114,1729/6/83,10.4,0.34,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=10.4, centroid d=0.34px); galaxy fell outside the cutout"
1237656906355048679,359.882499853404,2662/1/282,10.7,0.22,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=10.7, centroid d=0.22px); galaxy fell outside the cutout"
1237652947988840583,0.0943769264434025,1740/4/23,10.8,0.3,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=10.8, centroid d=0.30px); galaxy fell outside the cutout"
1237678601842131792,0.100983368807363,7713/4/231,11.7,0.55,"image-verified RA~0 mis-cut: no central source (g+r+i SNR=11.7, centroid d=0.55px); galaxy fell outside the cutout"
